"userType","gender","birthYear","state","jurisdiction","jurisdictionOthers","diocese","dioceseOthers","cradleOrConvert","cradleOrConvertOthers","clericalRank","clericalRankOthers","clericalStatus","clericalStatusOthers","parishType","parishTypeOthers","parishRole","parishRoleOthers","academicDegree","academicDegreeOthers","seminarySchool","seminarySchoolOthers","profession","Q1","Q2",,"Q3",,,,,,,,,
"Clergy",,1967,"Illinois","Romanian Orthodox Metropolia of the Americas",,,,"Cradle",,"Metropolitan",,,,,,,,,,"Antiochian House of Studies",,,"Youth Ministry (retention and return of youth & young adults)","Strategies for parish education, catechization, outreach, etc.","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Male",1957,"California","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Cradle",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Graduate Degree",,,,"Physical therapist assistant ","Support for clergy (to avoid burnout)","Mental health needs of parishioners","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Male",1998,"Arizona","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Los Angeles and the West",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"College Degree",,,,"High school Biology teacher","Support for clergy (to avoid burnout)","Continuing education/training for clergy","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish""      ",,,,,,,,,
"Clergy",,1981,"Pennsylvania","Georgian Apostolic Orthodox Church in North America",,,,"Cradle",,"Bishop",,,,,,,,,,"Antiochian House of Studies","St Jone Orthodox Seminary in Batumi, Georgia.",,"Financial contributions/donations/stability","Youth Ministry (retention and return of youth & young adults)","Continuing education/training for clergy        ",,,,,,,,,,
"Laity","Female",1966,"Indiana","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,,,,,,,"Ministry/ Organization  Member",,"College Degree",,,,"Homemaker","Financial contributions/donations/stability","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Laity","Male",1972,"Ohio","Greek Orthodox Archdiocese of America",,"Metropolis of Detroit",,"Cradle",,,,,,,,"Parish Council Member",,"High School Diploma",,,,"Restaurant owner","Demographic shifts (how to balance the needs of different groups)","Financial contributions/donations/stability","Strategies for parish education, catechization, outreach, etc.","Growing the parish        ",,,,,,,,,
"Clergy",,1982,"Pennsylvania","Orthodox Church in America",,"Diocese of Pittsburgh and Western Pennsylvania",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Non-Orthodox seminary/theological school|St Vladimir's Orthodox Theological Seminary: Crestwood, New York","Asbury Theological Seminary",,"Growing the parish","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Clergy",,1982,"Ohio","Orthodox Church in America",,"Diocese of Chicago and the Midwest",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Growing the parish","Financial contributions/donations/stability","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Female",1974,"Texas","Greek Orthodox Archdiocese of America",,"Metropolis of Denver",,"Converted as an Adult",,,,,,,,"Ministry/ Organization Leader",,"Graduate Degree",,,,"Customer service contractor","Influx of new inquirers","Strategies for parish education, catechization, outreach, etc.","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Laity","Male",1991,"Virginia","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Converted as an Adult",,,,,,,,"Parish Council Member","Subdeacon ","College Degree",,,,"Christian School Admissions Counselor ","Youth Ministry (retention and return of youth & young adults)","Growing the parish","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Laity","Female",1969,"New York","Greek Orthodox Archdiocese of America",,"Metropolis of Detroit",,"Converted as an Adult",,,,,,,,"Ministry/ Organization Leader|Ministry/ Organization  Member",,"Graduate Degree",,,,"Office Administrator / Secretary ","Demographic shifts (how to balance the needs of different groups)","Mental health needs of parishioners","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1947,"Wisconsin","Orthodox Church in America",,"Diocese of Chicago and the Midwest",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"Non-Orthodox seminary/theological school","Nashotah House Episcopal Seminary",,"Strategies for parish education, catechization, outreach, etc.","Influx of new inquirers        ",,,,,,,,,,,
"Laity","Female",1977,"Massachusetts","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Worcester and New England",,"Converted as an Adult",,,,,,,,"Ministry/ Organization Leader",,"Graduate Degree",,,,"Palliative Care Chaplain","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Laity","Male",1966,"California","Orthodox Church in America",,"Diocese of San Francisco and the West",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"Graduate Degree",,,,"Attorney","Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Clergy",,1978,"Illinois","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,"Metropolitan",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Continuing education/training for clergy","Strategies for parish education, catechization, outreach, etc.","Growing the parish        ",,,,,,,,,,
"Clergy",,1977,"Texas","Greek Orthodox Archdiocese of America",,"Metropolis of Denver",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Support for clergy (to avoid burnout)","Growing the parish","Youth Ministry (retention and return of youth & young adults)","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,
"Clergy",,1966,"Minnesota","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Toledo and the Midwest",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Mental health needs of parishioners","Continuing education/training for clergy","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Clergy",,1963,"West Virginia","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"An Orthodox Christian distance learning program ",,,"Support for clergy (to avoid burnout)","Demographic shifts (how to balance the needs of different groups)","Mental health needs of parishioners        ",,,,,,,,,,
"Laity","Female",1981,"Connecticut","Greek Orthodox Archdiocese of America",,"Direct Archdiocesan District",,"Converted as a Child",,,,,,,,"Ministry/ Organization  Member",,"Graduate Degree",,,,"Project Manager","Demographic shifts (how to balance the needs of different groups)","Financial contributions/donations/stability","Youth Ministry (retention and return of youth & young adults)        ",,,,,,,,,,
"Laity","Male",1971,"Virginia","Orthodox Church in America",,"Romanian Episcopate",,"Converted as an Adult",,,,,,,,"Parish Council President",,"Graduate Degree",,,,"Attorney ","Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        "
